1, 1.039801
2, 1.116115
3, 1.691727
4, 2.323084
5, 3.091922
6, 3.719551
7, 4.417619
8, 5.021082
9, 5.717538
10, 6.387493
11, 6.899407
12, 7.684803
13, 8.070010
14, 8.947743
15, 9.593470
16, 10.078275
17, 10.927153
18, 11.591856
19, 12.253530
20, 12.861999
