0, 0.767778
1, 1.003333
2, 0.844444
3, 0.971667
4, 0.855556
5, 1.240000
6, 1.179444
7, 1.886667
8, 1.135556
9, 1.227778
10, 1.251667
11, 1.565000
12, 1.372778
13, 1.631111
14, 203.968889
15, 299.452222
